Date,StoreID,StoreRegion,Product,Category,UnitsSold,UnitPrice,Revenue,CustomerAge,Gender
2025-02-08,STR004,East,Rice,Groceries,9,48991.66,440924.94,49,Other
2025-01-23,STR018,North,Smartphone,Electronics,8,10023.87,80190.96,20,Male
2024-11-12,STR001,East,T-Shirt,Clothing,3,24547.65,73642.95,61,Female
2025-05-24,STR009,North,Jacket,Clothing,9,15186.08,136674.72,58,Female
2025-03-26,STR008,South,Rice,Groceries,5,47212.42,236062.1,39,Female
2025-02-19,STR020,South,Refrigerator,Home Appliances,9,36521.49,328693.41,44,Male
2025-04-22,STR011,West,Washing Machine,Home Appliances,10,48529.8,485298.0,52,Male
2025-05-13,STR007,South,Microwave,Home Appliances,9,7014.97,63134.73,37,Other
2025-05-10,STR019,South,Washing Machine,Home Appliances,3,49784.72,149354.16,38,Male
2024-09-29,STR001,East,Smartphone,Electronics,3,15948.12,47844.36,44,Female
2025-02-21,STR005,South,T-Shirt,Clothing,5,37305.93,186529.65,24,Male
2024-08-31,STR020,East,Refrigerator,Home Appliances,10,38146.13,381461.3,56,Other
2024-08-31,STR012,North,Microwave,Home Appliances,1,11685.91,11685.91,62,Female
2024-06-22,STR012,South,Microwave,Home Appliances,8,42322.3,338578.4,42,Female
2024-08-03,STR002,West,Rice,Groceries,4,8272.94,33091.76,18,Female
2024-12-04,STR007,North,Rice,Groceries,4,37144.1,148576.4,29,Female
2024-11-20,STR008,West,Sugar,Groceries,8,16312.29,130498.32,43,Male
2025-02-27,STR019,North,Sugar,Groceries,10,15713.58,157135.8,51,Male
2025-03-19,STR008,West,Wheat,Groceries,1,41367.8,41367.8,65,Male
2024-10-14,STR007,East,Sugar,Groceries,1,38281.48,38281.48,46,Female
2025-01-04,STR010,North,T-Shirt,Clothing,7,23121.22,161848.54,62,Other
2024-11-28,STR003,North,Washing Machine,Home Appliances,8,41511.69,332093.52,29,Other
2025-01-16,STR001,South,Washing Machine,Home Appliances,8,20736.61,165892.88,47,Other
2024-08-20,STR006,North,Washing Machine,Home Appliances,6,4599.97,27599.82,23,Male
2024-12-16,STR013,South,Sugar,Groceries,9,18210.88,163897.92,42,Other
2024-10-20,STR019,South,Rice,Groceries,6,38436.19,230617.14,28,Male
2024-09-07,STR010,West,Microwave,Home Appliances,5,2660.39,13301.95,36,Other
2025-01-07,STR001,East,Refrigerator,Home Appliances,4,44937.24,179748.96,18,Female
2024-08-17,STR020,West,Wheat,Groceries,1,27220.71,27220.71,33,Male
2024-12-16,STR020,North,Wheat,Groceries,2,20566.55,41133.1,33,Other
2025-04-14,STR002,South,Jacket,Clothing,4,31468.91,125875.64,27,Male
2024-08-05,STR019,East,Jeans,Clothing,1,7354.18,7354.18,39,Male
2025-04-24,STR006,East,Smartphone,Electronics,3,20906.15,62718.45,57,Other
2025-01-18,STR002,North,Washing Machine,Home Appliances,6,37491.81,224950.86,37,Female
2024-07-02,STR018,North,T-Shirt,Clothing,7,41031.21,287218.47,36,Female
2024-10-16,STR011,West,Refrigerator,Home Appliances,5,34761.51,173807.55,51,Male
2024-09-27,STR017,North,Microwave,Home Appliances,10,3003.41,30034.1,48,Other
2024-07-05,STR009,East,T-Shirt,Clothing,6,30481.35,182888.1,26,Other
2024-12-18,STR016,South,Sugar,Groceries,8,36486.32,291890.56,57,Male
2025-06-01,STR015,North,Jeans,Clothing,1,178.89,178.89,65,Male
2025-02-17,STR018,South,Wheat,Groceries,6,2370.06,14220.36,18,Other
2024-09-10,STR010,East,Microwave,Home Appliances,2,14153.17,28306.34,50,Other
2025-05-13,STR011,West,Jeans,Clothing,6,5780.45,34682.7,64,Other
2025-05-09,STR016,West,Smartphone,Electronics,6,9781.38,58688.28,20,Other
2024-07-28,STR018,East,Washing Machine,Home Appliances,8,7853.78,62830.24,47,Female
2025-02-10,STR018,North,Tablet,Electronics,6,15037.25,90223.5,31,Other
2024-09-18,STR009,North,T-Shirt,Clothing,3,3404.03,10212.09,39,Female
2025-03-23,STR020,North,Microwave,Home Appliances,3,30323.89,90971.67,37,Other
2024-08-10,STR003,West,Jacket,Clothing,7,1678.25,11747.75,33,Female
2024-11-19,STR006,North,Wheat,Groceries,5,10885.38,54426.9,41,Male
2024-08-12,STR016,South,Refrigerator,Home Appliances,1,22244.33,22244.33,30,Female
2024-11-28,STR011,South,Sugar,Groceries,5,43706.57,218532.85,24,Other
2025-05-10,STR013,North,Refrigerator,Home Appliances,8,36256.07,290048.56,18,Female
2025-06-20,STR011,West,Tablet,Electronics,2,42421.39,84842.78,20,Male
2025-03-25,STR007,East,Jeans,Clothing,5,28920.24,144601.2,30,Male
2024-09-14,STR004,East,T-Shirt,Clothing,8,26660.56,213284.48,27,Male
2024-10-01,STR018,North,Jeans,Clothing,10,861.31,8613.1,31,Other
2025-01-17,STR010,South,Jacket,Clothing,3,15992.4,47977.2,28,Male
2024-10-20,STR015,North,Jacket,Clothing,9,44622.93,401606.37,26,Male
2025-03-13,STR002,North,Sugar,Groceries,7,2617.75,18324.25,45,Female
2024-09-11,STR015,East,Microwave,Home Appliances,10,29846.46,298464.6,37,Female
2025-05-12,STR003,West,Microwave,Home Appliances,9,37944.29,341498.61,54,Male
2024-09-04,STR010,West,Tablet,Electronics,8,23466.97,187735.76,48,Male
2024-10-06,STR009,East,Refrigerator,Home Appliances,10,43068.7,430687.0,43,Male
2025-01-08,STR003,West,T-Shirt,Clothing,1,22718.83,22718.83,25,Female
2024-10-01,STR012,South,Wheat,Groceries,5,42303.74,211518.7,50,Male
2024-10-31,STR018,North,Sugar,Groceries,6,39858.21,239149.26,37,Other
2024-11-26,STR020,South,Wheat,Groceries,4,29567.74,118270.96,53,Male
2024-08-03,STR019,West,Wheat,Groceries,4,3396.39,13585.56,45,Other
2025-05-31,STR003,West,Jacket,Clothing,3,34737.24,104211.72,25,Other
2025-05-30,STR006,East,Wheat,Groceries,8,27798.88,222391.04,43,Male
2025-04-06,STR011,West,Tablet,Electronics,7,40721.93,285053.51,59,Other
2024-10-14,STR019,North,Smartphone,Electronics,3,10958.83,32876.49,27,Other
2024-08-09,STR020,West,Washing Machine,Home Appliances,7,26609.67,186267.69,30,Male
2024-11-09,STR014,East,T-Shirt,Clothing,5,28556.79,142783.95,23,Other
2024-12-28,STR005,East,Tablet,Electronics,7,49322.44,345257.08,21,Female
2024-09-18,STR004,East,Smartphone,Electronics,6,35197.37,211184.22,19,Male
2024-11-29,STR013,West,Sugar,Groceries,6,29549.18,177295.08,42,Female
2025-04-19,STR007,West,Microwave,Home Appliances,3,8753.16,26259.48,41,Female
2025-05-03,STR005,North,Washing Machine,Home Appliances,3,49873.06,149619.18,22,Other
2024-10-29,STR014,South,Smartphone,Electronics,8,36094.83,288758.64,23,Male
2024-07-04,STR014,South,Wheat,Groceries,10,44689.77,446897.7,47,Other
2025-02-02,STR012,South,Sugar,Groceries,7,41021.56,287150.92,29,Female
2025-05-01,STR017,East,Tablet,Electronics,4,24958.03,99832.12,44,Other
2024-07-23,STR016,East,Jeans,Clothing,10,48913.85,489138.5,25,Other
2024-12-14,STR009,West,Sugar,Groceries,9,4095.15,36856.35,51,Male
2024-07-01,STR018,East,Smartphone,Electronics,2,23675.33,47350.66,57,Male
2025-01-21,STR015,West,Jacket,Clothing,8,38948.5,311588.0,54,Other
2025-03-29,STR010,South,T-Shirt,Clothing,5,17710.44,88552.2,20,Other
2024-10-31,STR002,West,Jacket,Clothing,5,39272.58,196362.9,55,Male
2024-11-27,STR001,East,Tablet,Electronics,10,49519.2,495192.0,49,Male
2024-07-30,STR009,South,Microwave,Home Appliances,5,3935.43,19677.15,57,Female
2024-12-03,STR020,South,T-Shirt,Clothing,2,808.73,1617.46,55,Other
2025-04-03,STR009,South,Microwave,Home Appliances,3,22387.99,67163.97,49,Male
2025-05-22,STR020,South,Laptop,Electronics,3,49205.18,147615.54,49,Female
2024-07-07,STR007,East,Rice,Groceries,3,33067.3,99201.9,21,Other
2025-06-19,STR013,West,Jeans,Clothing,8,2720.91,21767.28,37,Female
2025-01-22,STR016,East,Washing Machine,Home Appliances,7,34207.15,239450.05,27,Other
2024-07-01,STR013,East,Rice,Groceries,8,14510.73,116085.84,51,Other
2024-10-18,STR014,East,Smartphone,Electronics,6,45893.84,275363.04,39,Female
2025-03-02,STR013,West,Jeans,Clothing,10,12841.66,128416.6,61,Other
2024-11-27,STR017,East,Microwave,Home Appliances,4,33627.3,134509.2,61,Other
2025-01-02,STR003,North,Washing Machine,Home Appliances,1,27425.87,27425.87,44,Male
2025-03-28,STR010,East,Tablet,Electronics,4,22352.52,89410.08,30,Male
2025-02-10,STR007,North,Tablet,Electronics,10,4687.87,46878.7,63,Male
2025-06-05,STR006,North,Tablet,Electronics,10,6582.37,65823.7,62,Male
2025-04-10,STR015,East,T-Shirt,Clothing,2,23401.08,46802.16,45,Other
2025-06-16,STR009,North,T-Shirt,Clothing,2,8182.1,16364.2,42,Female
2024-08-20,STR006,West,Jeans,Clothing,5,12986.11,64930.55,22,Female
2024-09-20,STR004,South,Microwave,Home Appliances,8,19692.46,157539.68,52,Female
2025-02-28,STR009,North,Microwave,Home Appliances,8,32202.57,257620.56,20,Male
2024-08-17,STR001,West,Tablet,Electronics,8,36404.5,291236.0,27,Other
2025-03-29,STR005,East,Smartphone,Electronics,5,33263.83,166319.15,43,Other
2025-01-09,STR016,West,Tablet,Electronics,8,35409.52,283276.16,43,Other
2024-12-13,STR016,North,Tablet,Electronics,7,11369.76,79588.32,54,Other
2025-02-12,STR002,North,T-Shirt,Clothing,7,34123.6,238865.2,41,Other
2024-10-27,STR007,South,Jeans,Clothing,5,42074.96,210374.8,53,Male
2025-01-04,STR004,East,Sugar,Groceries,7,9631.06,67417.42,49,Male
2024-09-14,STR007,North,Sugar,Groceries,1,9554.28,9554.28,64,Other
2024-11-21,STR010,West,Washing Machine,Home Appliances,9,19499.5,175495.5,52,Female
2025-03-06,STR002,West,Smartphone,Electronics,6,17030.33,102181.98,25,Male
2025-06-05,STR005,South,Sugar,Groceries,9,43522.98,391706.82,22,Male
2024-12-29,STR020,North,Washing Machine,Home Appliances,8,32726.19,261809.52,33,Other
2025-04-26,STR010,North,Refrigerator,Home Appliances,1,8695.23,8695.23,47,Other
2024-07-28,STR004,West,Microwave,Home Appliances,2,3291.49,6582.98,56,Other
2025-03-17,STR011,West,Refrigerator,Home Appliances,7,40242.23,281695.61,38,Male
2025-01-30,STR002,South,Washing Machine,Home Appliances,4,41837.71,167350.84,39,Male
2025-01-19,STR006,East,Laptop,Electronics,7,7147.72,50034.04,53,Male
2024-08-29,STR005,North,Rice,Groceries,1,46291.21,46291.21,58,Other
2025-04-07,STR003,North,Rice,Groceries,8,879.95,7039.6,18,Male
2025-05-23,STR014,West,Tablet,Electronics,5,32622.61,163113.05,62,Male
2025-05-07,STR015,West,Refrigerator,Home Appliances,9,32027.3,288245.7,33,Male
2025-04-04,STR020,North,Tablet,Electronics,8,9082.02,72656.16,58,Female
2025-02-23,STR007,North,T-Shirt,Clothing,4,328.05,1312.2,51,Male
2024-08-21,STR007,East,Jacket,Clothing,8,25426.28,203410.24,21,Male
2025-05-15,STR016,South,Smartphone,Electronics,8,34293.66,274349.28,28,Other
2024-08-11,STR007,West,Smartphone,Electronics,5,32278.56,161392.8,34,Female
2025-05-08,STR018,South,Rice,Groceries,1,5310.61,5310.61,28,Male
2025-02-22,STR015,East,Sugar,Groceries,4,5891.65,23566.6,44,Male
2025-05-21,STR008,North,Jeans,Clothing,6,38970.87,233825.22,33,Other
2025-01-06,STR003,West,Rice,Groceries,4,18839.07,75356.28,55,Female
2025-04-30,STR015,South,Laptop,Electronics,10,7332.57,73325.7,42,Female
2024-11-26,STR009,South,Washing Machine,Home Appliances,6,36019.08,216114.48,39,Male
2025-06-15,STR005,North,Tablet,Electronics,5,28476.43,142382.15,47,Female
2024-08-20,STR010,South,Rice,Groceries,4,38040.95,152163.8,58,Other
2024-08-15,STR003,West,Microwave,Home Appliances,4,48509.78,194039.12,51,Female
2025-03-07,STR009,North,Microwave,Home Appliances,8,23727.1,189816.8,64,Female
2024-09-20,STR008,South,Refrigerator,Home Appliances,10,16432.07,164320.7,54,Male
2024-12-23,STR017,North,Rice,Groceries,8,2098.93,16791.44,45,Other
2024-07-15,STR015,West,Wheat,Groceries,2,40504.85,81009.7,33,Male
2024-09-30,STR005,East,Tablet,Electronics,4,36616.14,146464.56,36,Male
2025-02-26,STR006,West,Smartphone,Electronics,5,24041.17,120205.85,54,Other
2024-10-05,STR013,South,Laptop,Electronics,3,23241.66,69724.98,41,Other
2025-05-18,STR013,East,Sugar,Groceries,2,31706.77,63413.54,51,Male
2025-01-30,STR018,South,T-Shirt,Clothing,10,37669.11,376691.1,61,Male
2024-11-18,STR012,North,Jacket,Clothing,9,46618.94,419570.46,25,Female
2024-09-24,STR012,South,T-Shirt,Clothing,6,30994.76,185968.56,59,Other
2024-09-26,STR005,East,Tablet,Electronics,4,35495.92,141983.68,33,Other
2024-06-30,STR007,South,Tablet,Electronics,10,23976.82,239768.2,38,Female
2024-12-16,STR002,North,Jacket,Clothing,5,34043.31,170216.55,41,Female
2025-05-28,STR016,East,Wheat,Groceries,2,25122.36,50244.72,46,Other
2024-10-22,STR007,West,Jacket,Clothing,2,47273.73,94547.46,23,Male
2025-02-05,STR004,South,Rice,Groceries,2,14489.8,28979.6,35,Male
2024-11-04,STR017,North,Washing Machine,Home Appliances,4,7609.85,30439.4,36,Female
2025-04-13,STR001,East,Washing Machine,Home Appliances,8,17400.34,139202.72,30,Male
2024-11-29,STR011,West,Smartphone,Electronics,9,41763.88,375874.92,55,Female
2024-10-31,STR018,West,T-Shirt,Clothing,9,29708.53,267376.77,47,Female
2024-07-17,STR008,West,Washing Machine,Home Appliances,5,8669.68,43348.4,41,Female
2024-06-20,STR006,South,Smartphone,Electronics,8,17720.73,141765.84,63,Other
2024-07-15,STR006,South,Jeans,Clothing,3,48662.98,145988.94,25,Male
2024-08-10,STR012,South,Jacket,Clothing,5,6411.03,32055.15,31,Other
2024-11-30,STR005,East,Tablet,Electronics,6,15915.49,95492.94,46,Other
2024-08-22,STR013,West,Microwave,Home Appliances,1,15147.83,15147.83,27,Female
2024-10-03,STR017,East,Jeans,Clothing,9,314.29,2828.61,59,Other
2025-01-19,STR005,West,T-Shirt,Clothing,10,44809.27,448092.7,39,Other
2024-11-24,STR005,North,Tablet,Electronics,1,24001.16,24001.16,37,Male
2025-02-09,STR012,North,Sugar,Groceries,8,42059.76,336478.08,38,Male
2025-02-03,STR007,North,Microwave,Home Appliances,5,26369.05,131845.25,23,Other
2024-08-28,STR017,West,Sugar,Groceries,2,33610.73,67221.46,30,Female
2025-05-25,STR012,West,Jacket,Clothing,1,30293.38,30293.38,27,Other
2024-06-29,STR010,East,Wheat,Groceries,1,19367.02,19367.02,40,Female
2025-03-05,STR014,West,Sugar,Groceries,8,4471.17,35769.36,36,Male
2025-06-16,STR019,North,Sugar,Groceries,3,44831.8,134495.4,27,Male
2024-10-05,STR011,North,T-Shirt,Clothing,9,49420.28,444782.52,55,Female
2024-12-19,STR014,South,Smartphone,Electronics,5,20532.09,102660.45,53,Female
2024-09-27,STR010,West,Refrigerator,Home Appliances,7,9381.72,65672.04,20,Female
2025-04-06,STR008,North,T-Shirt,Clothing,8,28008.12,224064.96,18,Male
2025-03-23,STR004,East,T-Shirt,Clothing,8,47805.73,382445.84,44,Male
2024-07-23,STR004,East,Sugar,Groceries,1,32274.81,32274.81,49,Male
2025-02-07,STR009,West,Jacket,Clothing,7,24076.25,168533.75,62,Male
2025-05-18,STR009,South,Jacket,Clothing,1,36674.57,36674.57,55,Male
2025-04-05,STR012,South,Washing Machine,Home Appliances,3,23106.09,69318.27,21,Female
2024-09-28,STR002,East,T-Shirt,Clothing,6,31848.73,191092.38,36,Other
2024-12-04,STR004,South,Tablet,Electronics,3,9771.36,29314.08,52,Female
2024-11-10,STR012,North,Jacket,Clothing,5,40013.87,200069.35,52,Other
2025-05-05,STR010,East,Jeans,Clothing,9,743.59,6692.31,49,Female
2024-06-27,STR017,South,Jeans,Clothing,3,5210.65,15631.95,30,Other
2025-01-22,STR004,South,Laptop,Electronics,2,23078.52,46157.04,19,Female
2024-12-16,STR015,East,T-Shirt,Clothing,3,34583.43,103750.29,29,Other
2024-12-19,STR008,South,Jeans,Clothing,2,37248.56,74497.12,62,Male
2025-06-03,STR003,West,Washing Machine,Home Appliances,3,6354.67,19064.01,62,Male
2024-08-24,STR002,South,Smartphone,Electronics,7,38757.15,271300.05,24,Male
2025-01-28,STR002,North,Laptop,Electronics,5,6034.22,30171.1,37,Other
2024-09-15,STR007,South,Smartphone,Electronics,10,39140.3,391403.0,29,Other
2025-01-13,STR019,East,Jeans,Clothing,5,4629.89,23149.45,40,Male
2025-01-25,STR019,North,Microwave,Home Appliances,2,28554.74,57109.48,51,Male
2025-05-20,STR001,North,Washing Machine,Home Appliances,9,8671.5,78043.5,31,Other
2024-11-14,STR015,North,Wheat,Groceries,3,34936.83,104810.49,29,Female
2025-03-31,STR014,North,Wheat,Groceries,4,10792.27,43169.08,38,Male
2024-11-29,STR012,East,Rice,Groceries,8,26034.41,208275.28,53,Other
2024-07-21,STR013,East,Smartphone,Electronics,2,16472.96,32945.92,47,Other
2025-05-28,STR008,West,Jacket,Clothing,8,48811.33,390490.64,36,Female
2024-11-21,STR012,South,Refrigerator,Home Appliances,8,44748.26,357986.08,18,Other
2024-08-18,STR017,North,Sugar,Groceries,8,5348.08,42784.64,25,Male
2025-01-17,STR006,North,Wheat,Groceries,2,34782.35,69564.7,41,Male
2024-10-18,STR004,South,Jeans,Clothing,7,29788.55,208519.85,45,Other
2024-11-07,STR019,East,Wheat,Groceries,10,38264.37,382643.7,59,Female
2024-08-08,STR016,East,T-Shirt,Clothing,7,33367.18,233570.26,27,Female
2024-07-12,STR008,South,Smartphone,Electronics,8,12609.42,100875.36,19,Male
2024-10-29,STR006,West,Smartphone,Electronics,1,24956.93,24956.93,56,Other
2025-02-08,STR004,North,Jeans,Clothing,10,15207.36,152073.6,60,Other
2025-03-02,STR016,East,Wheat,Groceries,8,10176.39,81411.12,52,Female
2024-08-13,STR013,West,Smartphone,Electronics,2,49536.51,99073.02,38,Female
2024-07-28,STR018,East,Wheat,Groceries,3,1895.46,5686.38,63,Male
2025-06-15,STR016,North,Wheat,Groceries,7,6810.96,47676.72,54,Other
2024-09-21,STR019,West,Sugar,Groceries,9,27733.82,249604.38,48,Other
2024-07-29,STR016,West,Microwave,Home Appliances,5,2881.28,14406.4,57,Other
2025-06-07,STR019,North,T-Shirt,Clothing,1,16092.09,16092.09,26,Female
2024-10-27,STR013,North,Jacket,Clothing,6,29239.95,175439.7,45,Female
2024-10-18,STR008,South,T-Shirt,Clothing,4,17628.34,70513.36,59,Female
2025-06-15,STR004,East,Tablet,Electronics,5,3368.46,16842.3,28,Male
2025-02-05,STR019,West,Jeans,Clothing,7,23099.38,161695.66,35,Male
2025-04-20,STR013,West,Sugar,Groceries,6,1209.6,7257.6,38,Other
2025-04-21,STR011,West,Laptop,Electronics,4,5092.83,20371.32,50,Other
2024-09-23,STR014,South,Jeans,Clothing,6,30779.91,184679.46,49,Other
2024-06-30,STR002,East,Tablet,Electronics,5,10782.6,53913.0,54,Female
2024-11-01,STR019,North,Microwave,Home Appliances,2,37170.11,74340.22,55,Female
2024-10-06,STR016,West,Jeans,Clothing,9,28364.77,255282.93,31,Female
2025-02-26,STR010,West,Tablet,Electronics,9,41204.57,370841.13,60,Other
2025-04-21,STR020,West,Jeans,Clothing,5,20774.28,103871.4,60,Other
2025-04-08,STR006,West,Refrigerator,Home Appliances,9,31429.41,282864.69,31,Other
2025-04-25,STR020,West,Wheat,Groceries,9,46864.43,421779.87,54,Other
2025-02-25,STR005,South,Tablet,Electronics,8,10112.34,80898.72,27,Other
2024-09-27,STR007,West,T-Shirt,Clothing,2,20571.99,41143.98,35,Female
2024-08-11,STR013,South,Washing Machine,Home Appliances,4,34374.06,137496.24,25,Male
2024-09-12,STR015,West,Refrigerator,Home Appliances,5,12354.77,61773.85,53,Female
2025-01-01,STR006,East,Sugar,Groceries,4,45292.22,181168.88,26,Male
2024-10-27,STR002,West,T-Shirt,Clothing,3,32967.67,98903.01,19,Male
2025-02-08,STR014,East,Laptop,Electronics,2,30119.83,60239.66,60,Other
2025-04-03,STR008,North,Laptop,Electronics,3,47163.79,141491.37,54,Other
2024-10-01,STR017,East,Tablet,Electronics,10,33244.44,332444.4,49,Male
2025-01-28,STR011,West,Microwave,Home Appliances,6,6201.61,37209.66,65,Other
2025-06-17,STR006,South,Washing Machine,Home Appliances,2,10978.62,21957.24,35,Female
2024-07-28,STR016,East,Wheat,Groceries,1,43158.71,43158.71,62,Male
2024-09-30,STR009,South,Jacket,Clothing,4,21246.69,84986.76,41,Female
2024-07-18,STR002,North,T-Shirt,Clothing,10,1151.6,11516.0,62,Other
2024-09-28,STR012,North,Washing Machine,Home Appliances,5,27681.12,138405.6,52,Male
2025-02-21,STR009,East,Wheat,Groceries,7,492.52,3447.64,23,Male
2025-01-12,STR015,East,Jeans,Clothing,3,42984.9,128954.7,59,Female
2025-03-09,STR016,West,Laptop,Electronics,8,43335.58,346684.64,39,Other
2024-08-25,STR017,North,Rice,Groceries,5,41237.6,206188.0,40,Female
2025-04-09,STR006,West,T-Shirt,Clothing,1,34790.98,34790.98,59,Male
2024-08-01,STR011,North,Laptop,Electronics,5,10083.76,50418.8,25,Male
2024-08-21,STR020,West,Microwave,Home Appliances,3,35706.84,107120.52,38,Female
2025-03-05,STR019,East,Sugar,Groceries,3,6762.14,20286.42,36,Male
2025-06-19,STR013,South,Laptop,Electronics,7,18443.22,129102.54,19,Male
2024-12-04,STR009,South,Refrigerator,Home Appliances,4,48708.97,194835.88,21,Female
2024-09-04,STR012,South,Sugar,Groceries,2,13081.87,26163.74,54,Male
2024-12-18,STR016,North,Tablet,Electronics,8,26339.3,210714.4,32,Other
2025-03-04,STR010,West,Refrigerator,Home Appliances,5,47308.01,236540.05,42,Male
2024-12-03,STR007,West,Rice,Groceries,5,30044.13,150220.65,29,Female
2024-08-19,STR008,West,Refrigerator,Home Appliances,5,14580.63,72903.15,33,Female
2025-03-26,STR011,West,Rice,Groceries,3,614.98,1844.94,61,Male
2025-02-07,STR009,North,Sugar,Groceries,10,21222.22,212222.2,24,Other
2024-11-13,STR016,East,Smartphone,Electronics,4,16709.84,66839.36,56,Other
2025-04-19,STR013,East,Smartphone,Electronics,10,12757.48,127574.8,43,Other
2024-09-30,STR002,South,Jeans,Clothing,9,48406.08,435654.72,34,Male
2025-01-03,STR003,East,Wheat,Groceries,3,43907.05,131721.15,63,Other
2025-05-06,STR002,South,Rice,Groceries,6,13094.26,78565.56,49,Female
2024-12-29,STR020,East,T-Shirt,Clothing,5,14217.98,71089.9,51,Female
2024-11-25,STR005,West,Rice,Groceries,8,15845.59,126764.72,21,Male
2025-05-15,STR016,East,Refrigerator,Home Appliances,1,11570.04,11570.04,28,Other
2025-05-08,STR002,West,Wheat,Groceries,8,5889.6,47116.8,40,Other
2024-09-12,STR004,East,Wheat,Groceries,3,24700.13,74100.39,23,Male
2024-12-19,STR009,South,Jeans,Clothing,9,41764.19,375877.71,55,Male
2025-01-02,STR016,North,Washing Machine,Home Appliances,4,46028.62,184114.48,39,Male
2025-06-06,STR013,East,Jacket,Clothing,2,49068.59,98137.18,55,Male
2024-07-09,STR016,West,Jeans,Clothing,8,1540.84,12326.72,58,Female
2025-02-12,STR015,East,Laptop,Electronics,10,48491.55,484915.5,64,Other
2024-07-05,STR011,North,Refrigerator,Home Appliances,5,43177.61,215888.05,65,Male
2025-05-31,STR008,West,Rice,Groceries,3,20003.04,60009.12,23,Male
2024-07-26,STR010,South,Refrigerator,Home Appliances,7,19486.29,136404.03,25,Female
2024-11-05,STR020,South,Wheat,Groceries,5,36820.88,184104.4,40,Other
2025-02-27,STR015,West,Laptop,Electronics,8,25681.4,205451.2,48,Female
2024-12-15,STR020,South,Rice,Groceries,6,37848.88,227093.28,45,Other
2024-11-07,STR015,South,Rice,Groceries,6,2117.86,12707.16,59,Other
2024-12-19,STR003,East,Washing Machine,Home Appliances,9,26411.21,237700.89,47,Female
2024-07-30,STR010,South,Laptop,Electronics,3,15089.62,45268.86,51,Female
2025-03-30,STR002,North,Jacket,Clothing,2,2481.64,4963.28,50,Female
2025-04-28,STR009,East,Rice,Groceries,10,23286.36,232863.6,34,Other
2025-06-18,STR006,South,Tablet,Electronics,8,911.81,7294.48,43,Male
2025-01-09,STR011,West,Laptop,Electronics,5,43850.09,219250.45,60,Female
2024-12-04,STR007,South,T-Shirt,Clothing,3,48339.31,145017.93,23,Other
2025-04-02,STR001,North,Jacket,Clothing,9,5405.9,48653.1,43,Male
2025-04-04,STR013,West,Smartphone,Electronics,8,32824.47,262595.76,37,Other
2024-10-06,STR010,North,Jacket,Clothing,7,33722.78,236059.46,26,Male
2025-01-27,STR007,North,Smartphone,Electronics,1,5684.43,5684.43,31,Female
2024-09-26,STR007,North,Microwave,Home Appliances,9,12164.83,109483.47,37,Female
2024-10-06,STR006,South,Washing Machine,Home Appliances,2,21151.77,42303.54,65,Other
2024-09-12,STR019,South,Wheat,Groceries,8,23627.31,189018.48,30,Female
2025-03-19,STR014,West,Rice,Groceries,2,16759.12,33518.24,49,Other
2024-11-04,STR017,West,Jeans,Clothing,8,24426.08,195408.64,32,Other
2025-05-01,STR011,North,Tablet,Electronics,10,1049.08,10490.8,35,Other
2024-06-21,STR012,West,Wheat,Groceries,10,5935.34,59353.4,62,Female
2024-10-07,STR016,East,Smartphone,Electronics,4,14471.74,57886.96,46,Male
2025-01-01,STR020,West,Microwave,Home Appliances,6,45462.6,272775.6,26,Female
2024-08-06,STR016,South,Wheat,Groceries,6,41670.73,250024.38,57,Male
2025-02-20,STR005,South,Jacket,Clothing,8,37487.79,299902.32,30,Male
2024-09-13,STR010,South,Rice,Groceries,8,39694.77,317558.16,31,Other
2025-03-01,STR012,South,Smartphone,Electronics,5,18003.46,90017.3,29,Other
2025-05-25,STR020,South,Smartphone,Electronics,2,16952.96,33905.92,25,Other
2025-06-13,STR012,North,Washing Machine,Home Appliances,6,12965.32,77791.92,53,Female
2024-08-23,STR004,North,Microwave,Home Appliances,10,43697.41,436974.1,46,Female
2024-06-23,STR004,North,Smartphone,Electronics,10,39104.45,391044.5,50,Male
2025-02-07,STR012,South,Microwave,Home Appliances,4,5991.16,23964.64,64,Female
2024-09-06,STR005,East,Sugar,Groceries,2,24969.71,49939.42,39,Male
2025-01-31,STR001,South,Smartphone,Electronics,7,22011.51,154080.57,48,Female
2025-04-23,STR012,West,Jacket,Clothing,5,8645.96,43229.8,41,Other
2024-08-08,STR014,South,Refrigerator,Home Appliances,9,37684.99,339164.91,26,Female
2024-12-20,STR012,North,Wheat,Groceries,9,44913.46,404221.14,46,Male
2024-07-04,STR003,East,Tablet,Electronics,2,40331.72,80663.44,38,Female
2025-01-04,STR005,North,Washing Machine,Home Appliances,1,3167.27,3167.27,58,Other
2024-07-12,STR010,East,T-Shirt,Clothing,9,20159.94,181439.46,40,Male
2024-06-30,STR013,West,Jacket,Clothing,3,30559.01,91677.03,59,Male
2024-07-10,STR007,East,Sugar,Groceries,7,17328.01,121296.07,23,Male
2024-07-15,STR017,East,T-Shirt,Clothing,3,36282.42,108847.26,31,Male
2024-12-21,STR001,North,Jacket,Clothing,3,17101.37,51304.11,52,Other
2025-06-14,STR014,North,Jeans,Clothing,5,41628.23,208141.15,64,Male
2025-05-25,STR004,North,T-Shirt,Clothing,6,31386.78,188320.68,59,Male
2024-11-26,STR015,East,Wheat,Groceries,1,28664.52,28664.52,33,Other
